Time (seconds),Temp,Humid,Light
3.71,27.26,28,0
34.51,27.08,23,0
65.31,26.57,23,0
96.11,25.99,24,0
126.91,25.39,25,0
157.71,24.83,26,0
188.51,24.3,26,0
219.31,23.83,27,0
250.11,23.42,27,0
280.91,23.05,27,0
311.71,22.72,28,0
342.51,22.42,28,0
373.31,22.15,28,0
404.13,21.91,29,0
434.93,21.69,29,0
465.73,21.51,29,0
496.53,21.33,29,0
527.33,21.16,29,0
558.13,21.02,30,0
588.93,20.88,30,0
619.73,20.75,30,0
650.54,20.63,30,0
681.34,20.52,30,0
712.14,20.42,31,0
742.94,20.32,31,0
773.74,20.24,31,0
804.54,20.15,31,0
835.35,20.07,31,0
866.15,19.99,31,0
896.95,19.92,31,0
927.75,19.85,31,0
958.56,19.79,31,0
989.36,19.73,32,0
1020.16,19.67,32,0
1050.96,19.62,32,0
1081.76,19.57,32,0
1112.56,19.52,32,0
1143.36,19.49,32,0
1174.16,19.44,32,0
1204.96,19.39,32,0
1235.76,19.34,32,0
1266.58,19.3,32,0
1297.38,19.27,32,0
1328.18,19.22,32,0
1358.98,19.18,32,0
1389.78,19.15,33,0
1420.58,19.1,33,0
1451.38,19.06,33,0
1482.19,19.02,33,0
1512.99,18.98,33,0
1543.79,18.95,33,0
1574.59,18.92,33,0
1605.39,18.89,33,0
1636.19,18.86,33,0
1666.99,18.84,33,0
1697.81,18.82,33,0
1728.61,18.79,33,0
1759.41,18.76,33,0
1790.21,18.74,33,0
1821.01,18.71,34,0
1851.81,18.67,34,0
1882.61,18.64,34,0
1913.41,18.61,34,0
1944.21,18.58,34,0
1975.01,18.56,34,0
2005.81,18.53,34,0
2036.61,18.5,34,0
2067.41,18.47,34,0
2098.24,18.45,34,0
2129.04,18.42,34,0
2159.84,18.4,34,0
2190.64,18.38,34,0
2221.44,18.36,34,0
2252.24,18.34,34,0
2283.04,18.33,34,0
2313.84,18.31,34,0
2344.64,18.29,34,0
2375.44,18.28,34,0
2406.24,18.26,34,0
2437.05,18.24,34,0
2467.85,18.22,34,0
2498.65,18.21,34,0
2529.47,18.2,34,0
2560.27,18.19,34,0
2591.07,18.17,34,0
2621.87,18.15,34,0
2652.67,18.14,34,0
2683.47,18.13,34,0
2714.27,18.12,34,0
2745.07,18.11,35,0
2775.87,18.09,35,0
2806.67,18.07,35,0
2837.47,18.05,35,0
2868.27,18.04,35,0
2899.07,18.02,35,0
2929.89,18.01,35,0
2960.69,18,35,0
2991.49,17.99,35,0
3022.29,17.97,35,0
3053.09,17.96,35,0
3083.89,17.95,35,0
3114.69,17.94,35,0
3145.49,17.93,35,0
3176.29,17.92,35,0
3207.09,17.9,35,0
3237.89,17.88,35,0
3268.69,17.87,35,0
3299.49,17.86,35,0
3330.29,17.85,35,0
3361.11,17.83,35,0
3391.92,17.82,35,0
3422.72,17.81,35,0
3453.52,17.8,35,0
3484.32,17.79,35,0
3515.12,17.78,35,0
3545.92,17.77,35,0
3576.72,17.76,35,0
3607.52,17.75,35,0
3638.32,17.74,35,0
3669.12,17.73,35,0
3699.92,17.72,35,0
3730.72,17.71,35,0
3761.52,17.71,35,0
3792.34,17.7,35,0
3823.14,17.69,35,0
3853.94,17.68,35,0
3884.74,17.67,35,0
3915.55,17.67,35,0
3946.35,17.66,35,0
3977.15,17.66,35,0
4007.95,17.65,35,0
4038.75,17.65,35,0
